NA,NB,NC,NT,VA,VB,VC,RA,RB,RC,ZA,ZB,ZC,rA,rB,rC,rCA,rCB,rCC,PA,PB,PC,PAv,PSd,a_b,c,MAv,LAC,LBC,SAC,SBC,LAv,SAv,Temperature,Nop,ZT
0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.2647058823529412,0.36,1.0,0.21428571428571427,0.6666666666666667,1.0,0.2571428571428571,0.6896551724137931,1.0,1.0,0.1874999999999986,0.0,0.11764705882352956,0.0,0.6851549755301801,0.5225007178898141,0.4785911602209944,0.4660633484162903,0.8063781321184511,0.45614035087719296,0.29545454545454525,0.6378132118451019,0.3558951965065498,0.0,1.0,0.02
0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.2647058823529412,0.36,1.0,0.21428571428571427,0.6666666666666667,1.0,0.2571428571428571,0.6896551724137931,1.0,1.0,0.1874999999999986,0.0,0.11764705882352956,0.0,0.6851549755301801,0.5225007178898141,0.4785911602209944,0.4660633484162903,0.8063781321184511,0.45614035087719296,0.29545454545454525,0.6378132118451019,0.3558951965065498,0.09090909090909091,1.0,0.07
0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.2647058823529412,0.36,1.0,0.21428571428571427,0.6666666666666667,1.0,0.2571428571428571,0.6896551724137931,1.0,1.0,0.1874999999999986,0.0,0.11764705882352956,0.0,0.6851549755301801,0.5225007178898141,0.4785911602209944,0.4660633484162903,0.8063781321184511,0.45614035087719296,0.29545454545454525,0.6378132118451019,0.3558951965065498,0.18181818181818182,1.0,0.14
0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.2647058823529412,0.36,1.0,0.21428571428571427,0.6666666666666667,1.0,0.2571428571428571,0.6896551724137931,1.0,1.0,0.1874999999999986,0.0,0.11764705882352956,0.0,0.6851549755301801,0.5225007178898141,0.4785911602209944,0.4660633484162903,0.8063781321184511,0.45614035087719296,0.29545454545454525,0.6378132118451019,0.3558951965065498,0.2727272727272727,1.0,0.21
0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.2647058823529412,0.36,1.0,0.21428571428571427,0.6666666666666667,1.0,0.2571428571428571,0.6896551724137931,1.0,1.0,0.1874999999999986,0.0,0.11764705882352956,0.0,0.6851549755301801,0.5225007178898141,0.4785911602209944,0.4660633484162903,0.8063781321184511,0.45614035087719296,0.29545454545454525,0.6378132118451019,0.3558951965065498,0.36363636363636365,1.0,0.28
0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.2647058823529412,0.36,1.0,0.21428571428571427,0.6666666666666667,1.0,0.2571428571428571,0.6896551724137931,1.0,1.0,0.1874999999999986,0.0,0.11764705882352956,0.0,0.6851549755301801,0.5225007178898141,0.4785911602209944,0.4660633484162903,0.8063781321184511,0.45614035087719296,0.29545454545454525,0.6378132118451019,0.3558951965065498,0.45454545454545453,1.0,0.35
0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.2647058823529412,0.36,1.0,0.21428571428571427,0.6666666666666667,1.0,0.2571428571428571,0.6896551724137931,1.0,1.0,0.1874999999999986,0.0,0.11764705882352956,0.0,0.6851549755301801,0.5225007178898141,0.4785911602209944,0.4660633484162903,0.8063781321184511,0.45614035087719296,0.29545454545454525,0.6378132118451019,0.3558951965065498,0.5454545454545454,1.0,0.43
0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.2647058823529412,0.36,1.0,0.21428571428571427,0.6666666666666667,1.0,0.2571428571428571,0.6896551724137931,1.0,1.0,0.1874999999999986,0.0,0.11764705882352956,0.0,0.6851549755301801,0.5225007178898141,0.4785911602209944,0.4660633484162903,0.8063781321184511,0.45614035087719296,0.29545454545454525,0.6378132118451019,0.3558951965065498,0.6363636363636364,1.0,0.52
0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.2647058823529412,0.36,1.0,0.21428571428571427,0.6666666666666667,1.0,0.2571428571428571,0.6896551724137931,1.0,1.0,0.1874999999999986,0.0,0.11764705882352956,0.0,0.6851549755301801,0.5225007178898141,0.4785911602209944,0.4660633484162903,0.8063781321184511,0.45614035087719296,0.29545454545454525,0.6378132118451019,0.3558951965065498,0.7272727272727273,1.0,0.6
0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.3333333333333333,0.5,1.0,0.2647058823529412,0.36,1.0,0.21428571428571427,0.6666666666666667,1.0,0.2571428571428571,0.6896551724137931,1.0,1.0,0.1874999999999986,0.0,0.11764705882352956,0.0,0.6851549755301801,0.5225007178898141,0.4785911602209944,0.4660633484162903,0.8063781321184511,0.45614035087719296,0.29545454545454525,0.6378132118451019,0.3558951965065498,0.8181818181818182,1.0,0.66
