NA_atom_unit,NB_atom_unit,NC_atom_unit,Valence_Con_A,Valence_Con_B,Valence_Con_C,a_?_uint,c_?_unit,HSE_Band_Gap_eV,LVB_window,LCB_Window,B_Gpa,Average_mh,Anisotropy_mh,VB_Extrema_0_1eV,1_00E+18,1E18_Pockets,1E19_Pockets,1E20_Pockets,VB_dos_at_0_1_states_atom,Average_me,Anisotropy_me,CB_Extrema_0_1eV,#NAME?,CB_dos_at_0_1_states_atom,Temperature,Kpa,N_optimal,Type,ZT
0.0,0.0,0.0,0.25,0.0,1.0,0.4388254486133778,0.4973130409812528,0.6744186046511628,0.2025316455696203,0.33582089552238803,0.8735332464146024,0.06046511627906976,0.021167415009621552,1.0,0.7578124999999999,0.0,0.0,0.0,0.22727272727272724,0.0528233151183971,0.006132756132756131,0.1111111111111111,0.0,0.053156146179402,0.3636363636363637,0.1811023622047244,0.3701298701298703,1.0,0.249
0.0,0.0,0.0,0.625,0.0,0.5,0.11908646003262635,0.4653566886819542,0.6046511627906976,0.06329113924050639,0.6119402985074627,0.8546284224250327,0.02325581395348837,0.0044900577293136654,0.6000000000000001,0.8671874999999999,0.0,0.0,0.0,0.3863636363636364,0.2714025500910747,0.06890331890331891,0.0,0.09090909090909093,0.003322259136212625,0.3636363636363637,0.0905511811023622,0.6075036075036075,0.0,0.415
0.0,0.0,0.0,0.25,0.5,1.0,0.6851549755301801,0.5225007178898141,0.5116279069767442,0.430379746835443,0.21641791044776115,0.7079530638852674,0.03255813953488372,0.1334188582424631,0.0,0.5468749999999999,0.0,0.0,0.2,0.0,0.1074681238615665,0.006132756132756131,0.5555555555555556,0.5454545454545454,0.0830564784053156,0.9090909090909092,0.08267716535433071,0.5353535353535354,1.0,0.7070000000000001
0.0,0.0,0.0,0.0,1.0,1.0,0.7047308319739017,0.5330024203142306,0.9069767441860463,0.18987341772151906,0.06716417910447763,0.6192959582790091,0.09302325581395347,0.3553559974342527,0.0,0.5546875,0.0,0.0,0.0,0.12987012987012986,0.18032786885245905,0.0,0.5555555555555556,0.7272727272727273,0.6378737541528239,0.9090909090909092,0.0452755905511811,0.5418470418470419,1.0,0.84
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.8488372093023256,0.26582278481012656,0.7761194029850745,0.7079530638852674,0.06976744186046513,0.024374599101988442,0.0,0.5703125,0.0,0.0,0.2,0.00974025974025974,0.2167577413479053,0.0432900432900433,0.0,0.09090909090909093,0.003322259136212625,1.0,0.08267716535433071,0.7034632034632036,0.0,0.5579999999999999
0.0,0.0,0.0,1.0,0.0,0.5,0.1827079934747147,0.4710177626451163,0.8488372093023256,0.1518987341772152,0.6492537313432836,0.9677314211212515,0.1767441860465116,0.05003207184092366,0.4,0.6249999999999999,0.0,0.0,0.0,0.4577922077922078,0.28961748633879786,0.09451659451659453,0.0,0.09090909090909093,0.0,0.5454545454545454,0.06692913385826772,0.6428571428571429,0.0,0.48100000000000004
0.0,0.0,0.0,1.0,0.5,1.0,0.8368678629690055,0.5426221438240965,0.6162790697674418,0.4556962025316456,0.2910447761194029,0.4876140808344198,0.04651162790697674,0.047466324567030135,0.0,0.4921875,0.0,0.0,0.2,0.003246753246753247,0.19854280510018213,0.028499278499278507,0.0,0.09090909090909093,0.003322259136212625,0.8181818181818182,0.06102362204724409,0.5230880230880232,1.0,0.634
0.0,0.0,0.0,0.25,0.5,0.5,0.3262642740619898,0.465705378020265,0.4418604651162791,0.5316455696202532,0.6940298507462687,0.8256192959582791,0.01860465116279069,0.1334188582424631,0.0,0.453125,0.5,0.5,0.6000000000000001,0.0,0.07103825136612023,0.0515873015873016,0.0,0.09090909090909093,0.0,0.5454545454545454,0.1122047244094488,0.6731601731601733,0.0,0.337
0.0,0.0,0.0,0.25,1.0,1.0,0.7814029363784675,0.5343151331172826,1.0,0.13924050632911392,0.14925373134328354,0.485658409387223,0.06976744186046513,0.21552277100705572,0.0,0.4375,0.0,0.0,0.0,0.00974025974025974,0.3442622950819673,0.08946608946608947,0.4444444444444444,0.7272727272727273,0.15282392026578073,0.8181818181818182,0.07283464566929132,0.5346320346320347,1.0,0.7340000000000001
0.0,0.0,0.0,0.625,1.0,0.5,0.5481239804241433,0.4824834885342741,0.686046511627907,0.0,0.7388059701492536,0.3223598435462843,0.055813953488372085,0.01603592046183451,0.0,0.5468749999999999,0.0,0.5,0.2,0.006493506493506494,0.19854280510018213,0.02020202020202021,0.0,0.09090909090909093,0.003322259136212625,0.9090909090909092,0.08267716535433071,0.6262626262626263,0.0,0.631
