NA,NB,NC,VA,VB,VC,a_b,c,LAC,LBC,Temperature,Nop,ZT
0.5,0.0,0.3333333333333333,1.0,0.0,0.5,0.3213703099510612,0.012532305041637621,0.572398190045249,0.08656036446469204,0.6363636363636364,0.0,0.63
0.5,0.0,0.3333333333333333,1.0,0.0,0.5,0.3213703099510612,0.012532305041637621,0.572398190045249,0.08656036446469204,0.7272727272727273,0.0,0.66
0.5,0.0,0.3333333333333333,1.0,0.0,0.5,0.3213703099510612,0.012532305041637621,0.572398190045249,0.08656036446469204,0.8181818181818182,0.0,0.69
0.5,0.0,0.3333333333333333,1.0,0.0,0.5,0.3213703099510612,0.012532305041637621,0.572398190045249,0.08656036446469204,0.9090909090909091,0.0,0.71
0.5,0.0,0.3333333333333333,1.0,0.0,0.5,0.3213703099510612,0.012532305041637621,0.572398190045249,0.08656036446469204,1.0,0.0,0.73
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.0,1.0,0.02
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.09090909090909091,1.0,0.08
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.18181818181818182,1.0,0.17
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.2727272727272727,1.0,0.28
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.36363636363636365,1.0,0.38
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.45454545454545453,1.0,0.47
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.5454545454545454,1.0,0.54
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.6363636363636364,1.0,0.6
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.7272727272727273,1.0,0.65
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.8181818181818182,1.0,0.7
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,0.9090909090909091,1.0,0.73
0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.6867862969004892,0.035894490708454685,0.9773755656108601,0.4783599088838267,1.0,1.0,0.76
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.0,1.0,0.04
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.09090909090909091,1.0,0.1
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.18181818181818182,1.0,0.22
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.2727272727272727,1.0,0.37
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.36363636363636365,1.0,0.51
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.45454545454545453,1.0,0.61
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.5454545454545454,1.0,0.69
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.6363636363636364,1.0,0.74
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.7272727272727273,1.0,0.76
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.8181818181818182,1.0,0.78
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,0.9090909090909091,1.0,0.79
1.0,0.0,0.6666666666666666,0.625,0.0,1.0,0.6949429037520402,0.9629363744513271,0.805429864253394,0.4965831435079725,1.0,1.0,0.8
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.0,0.0,0.02
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.09090909090909091,0.0,0.04
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.18181818181818182,0.0,0.09
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.2727272727272727,0.0,0.14
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.36363636363636365,0.0,0.21
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.45454545454545453,0.0,0.3
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.5454545454545454,0.0,0.38
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.6363636363636364,0.0,0.46
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.7272727272727273,0.0,0.52
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.8181818181818182,0.0,0.58
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,0.9090909090909091,0.0,0.63
1.0,0.0,0.6666666666666666,0.625,1.0,0.5,0.5807504078303432,0.9041104319645565,0.47511312217194646,0.5717539863325737,1.0,0.0,0.66
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.0,1.0,0.02
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.09090909090909091,1.0,0.07
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.18181818181818182,1.0,0.16
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.2727272727272727,1.0,0.26
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.36363636363636365,1.0,0.36
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.45454545454545453,1.0,0.45
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.5454545454545454,1.0,0.53
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.6363636363636364,1.0,0.6
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.7272727272727273,1.0,0.65
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.8181818181818182,1.0,0.69
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,0.9090909090909091,1.0,0.72
1.0,0.0,0.6666666666666666,0.625,0.5,1.0,0.8792822185970639,0.9838577347499692,0.8416289592760186,0.8428246013667426,1.0,1.0,0.75
